001:32:28	37.0	115.0	26.568	0.049	0.198	26.617
101:33:04	37.0	147.5	26.647	-0.028	0.173	26.619
201:33:45	37.0	180.0	26.697	-0.076	0.201	26.621
301:34:23	74.5	115.0	26.601	0.018	0.191	26.619
401:35:04	74.5	147.5	26.643	-0.024	0.201	26.619
501:35:41	74.5	180.0	26.733	0.172	0.2	26.905
601:36:19	112.0	115.0	26.608	0.011	0.163	26.619
701:37:00	112.0	147.5	26.629	-0.01	0.201	26.619
801:37:38	112.0	180.0	26.744	0.172	0.201	26.916
