0	12:58:36	Kehft shod	20	35
1	12:59:08	28.500	18	34
2	12:59:25	Kehft shod	22	35
3	13:00:05	28.500	18	32
4	13:00:33	28.500	21	33
5	13:01:02	28.508	20	31
6	13:01:34	28.532	20	33
7	13:01:51	Kehft shod	20	35
8	13:02:08	Kehft shod	21	34
9	13:02:25	Kehft shod	22	33
10	13:02:54	28.485	22	32
11	13:03:22	28.469	22	34
12	13:03:54	28.551	19	34
13	13:04:26	28.532	20	34
14	13:04:58	27.367	19	33
15	13:05:34	Kehft shod	21	32
16	13:06:06	28.598	19	32
17	13:06:38	28.500	18	32
18	13:07:10	28.598	19	32
19	13:07:39	27.344	22	31
20	13:08:11	28.598	19	32
21	13:08:28	Kehft shod	20	35
22	13:09:00	28.555	18	32
23	13:09:17	Kehft shod	22	33
24	13:09:49	28.532	20	34
25	13:10:21	28.563	18	34
26	13:10:53	28.551	19	34
27	13:11:26	Kehft shod	20	31
28	13:11:58	28.532	20	34
29	13:12:34	Kehft shod	19	31
