200	70.148	
200	70.136	
200	70.145	
200	70.142	
200	70.141	
200	70.133	
200	70.152	
200	70.143	
200	70.14	
200	70.137	
175	70.137	
175	70.145	
175	70.154	
175	70.147	
175	70.151	
175	70.165	
175	70.156	
175	70.151	
175	70.158	
175	70.147	
150	70.152	
150	70.162	
150	70.034	
150	70.125	
150	70.17	
150	70.16	
150	70.164	
150	70.144	
150	70.11	
150	70.171	
125	68.097	
125	70.166	
125	64.181	
125	64.089	
125	68.015	
125	60.897	
125	68.306	
125	68.173	
125	68.1	
125	60.621	
100	53.995	
100	55.628	
100	50.25	
100	50.115	
100	50.028	
100	46.446	
100	46.378	
100	46.157	
100	50.129	
100	50.054	
50	30.569	
50	26.379	
50	26.477	
50	26.461	
50	28.215	
50	26.567	
50	28.168	
50	27.807	
50	27.798	
50	27.962	
25	14.244	
25	15.967	
25	15.564	
25	15.323	
25	15.079	
25	15.007	
25	16.477	
25	14.609	
25	16.143	
25	14.557	
12	8.819	
12	8.417	
12	8.198	
12	8.025	
12	9.535	
12	9.249	
12	9.103	
12	8.665	
12	8.605	
12	8.481	
6	6.441	
6	6.295	
6	6.457	
6	6.474	
6	6.469	
6	6.445	
6	6.499	
6	5.498	
6	5.917	
6	6.108	
37	18.957	
37	23.05	
37	20.298	
37	20.255	
37	23.225	
37	23.237	
37	20.398	
37	21.332	
37	23.596	
37	19.516	
3	1.229	
3	2.48	
3	2.867	
3	3.073	
3	3.255	
3	3.388	
3	3.402	
3	3.481	
3	3.43	
3	3.431	
1	0.094	
1	0.106	
1	0.105	
1	0.104	
1	0.117	
1	0.125	
1	0.136	
1	0.111	
1	0.103	
1	0.104	
