0	20:14:05	37	115	26.111	26.038	0.073	0.677
1	20:14:58	37	115	26.111	25.99	0.121	0.686
2	20:15:51	37	115	26.111	25.997	0.114	0.689
3	20:16:40	37	115	26.029	26.01	0.019	0.681
4	20:17:29	37	115	26.113	26.02	0.093	0.671
5	20:18:20	37	115	26.112	26.025	0.087	0.607
6	20:19:12	37	115	26.112	26.031	0.081	0.607
7	20:20:04	37	115	26.111	26.036	0.075	0.607
8	20:20:56	37	115	26.03	26.039	-0.009	0.607
9	20:21:47	37	115	26.112	26.043	0.069	0.607
