25	27.206	0.604	0.531	0.394	
25	27.158	0.55	0.491	0.321	
25	27.164	0.558	0.497	0.318	
25	27.175	0.573	0.517	0.34	
25	27.162	0.549	0.487	0.318	
25	27.196	0.611	
25	27.183	0.587	
25	27.158	0.548	
25	27.392	0.786	
25	27.169	0.559	
12	27.156	0.579	
12	27.132	0.56	
12	27.149	0.564	
12	27.136	0.555	
12	27.143	0.547	
